,headline,article_text,source,bias,cleaned_text,compound,positive,neutral,negative
52,Targeted killings by terrorists in Kashmir show frustration of Pakistan: AIATF chief Bitta,"JAMMU: All India Anti-Terrorist Front (AIATF) chief M S Bitta on Saturday said the targeted killings by terrorists show Pakistan's growing frustration over the peaceful atmosphere in Jammu and Kashmir after the abrogation of Article 370 in 2019. He said the time has come for political leaders in Kashmir to take a lesson from Punjab and lend wholehearted support to the efforts of the government to wipe out Pakistan-sponsored terrorism from the Union Territory.  ""After the abrogation of Article 370 in 2019, nothing much happened in J&K proving wrong those who claim that the region will engulf in fire. Pakistan and its ISI got frustrated and a new plot was hatched to target innocent and unarmed civilians,"" Bitta told reporters here. Eleven civilians, including two teachers, a pharmacy owner and five labourers, were killed in separate attacks by terrorists in Kashmir Valley this month. He said political leaders in Kashmir ""need to take a lesson from Punjab and challenge the terrorists"". Bitta said the present government is not weak and has given a free hand to the security forces to deal with the terrorists. He also hailed the leadership of Prime Minister Narendra Modi, Home Minister Amit Shah and Lieutenant Governor Manoj Sinha. He urged the people of Kashmir to stand up against terrorism to make the future of their coming generations safe. ""Jammu and Kashmir is an integral part of India and will remain so in future as well. Stand up against terrorism like we did in Punjab for the sake of humanity,"" he said.",newsexp,R,,,,,
53,"Amit Shah reviews security situation, counter-terrorism measures in Kashmir","SRINAGAR: Union Home Minister Amit Shah on Saturday reviewed the security situation and steps taken to combat terrorism in Kashmir Valley in the wake of a spate of attacks on civilians, particularly non-local labourers and minorities. Shah reviewed the security scenario at a meeting held at the Raj Bhawan here and attended by top civil administration officials, including Lieutenant Governor Manoj Sinha, and senior security officials from the Army, CRPF, police and other agencies, officials said.  The home minister was briefed about the steps taken to eliminate terrorism from Jammu and Kashmir and counter-infiltration measures taken by the forces, the officials said. Shah's visit to Kashmir comes in the backdrop of 11 civilian killings in the valley in October alone. Five of those killed were labourers from Bihar, while three, including two teachers, belonged to minority communities in Kashmir. This is Shah's first visit to Kashmir after the abrogation of Article 370 and bifurcation of the state of Jammu and Kashmir into two union territories on August 5, 2019. Security was beefed up across Kashmir ahead of Shah's visit. Additional deployment of security forces has been made across the valley, especially in the city, the officials said. Official sources said that 50 companies of additional paramilitary forces are being inducted into the valley in the wake of the recent spate of civilian killings. Bunkers manned by paramilitary CRPF have come up in several areas of the city as well in other parts of Kashmir Valley, the officials said.",newsexp,R,,,,,
54,Union Home Minister Amit Shah on three-day visit to Kashmir to review security situation,"SRINAGAR:  Union Home Minister Amit Shah would arrive in Srinagar on Saturday amid unprecedented security measures for a three-day visit to Jammu and Kashmir to review the security situation in the wake of the recent targeted killings of civilians by terrorists and assess the developmental works.  It would be Shah’s first visit to J&K since the abrogation of Articles 370 and 35A, and the bifurcation of the erstwhile state on August 5, 2019.   On the security front, temporary checkpoints and new bunkers have been created in Srinagar and other parts of the Valley. For the first time since terrorism rose in the Valley in the 1990s, women CRPF personnel have been deployed in city centre, Lal Chowk, and other areas to frisk women. The authorities have also suspended mobile internet in some parts of the Valley as a precautionary measure. The famed Boulevard Road on the banks of Dal Lake would remain closed to the public from October 23 to 25, with people being asked to take designated alternative routes.  Shah’s visit comes in the wake of the recent targeted killings of migrant workers and minority community members in the Valley. At least 12 civilians, including five migrant workers, three minority community members and four locals, have been shot dead by terrorists this month. Sources said Shah would hold meetings with top civil and security officials. Top MHA officials would be accompanying him.  The itinerary
On Sunday, Shah would visit Jammu, where he would address a public rally. BJP spokesman Arun Gupta told TNIE that Shah would address the gathering at the JDA ground in Jammu and 30,000-40,000 people are expected to attend.  Later, Shah would travel back to Srinagar and hold meetings with officials and Lt Governor Manoj Sinha before leaving for Delhi on Monday. Officials said the home minister is likely to press the security agencies to be more proactive and target terrorists to curb the incidents of civilian targeting.  16 prisoners shifted to agra jail
Srinagar: A day before home minister Amit Shah’s visit to J&K, the Lt Governor administration ordered the shifting of 26 prisoners — booked under the Public Safety Act (PSA) and lodged in different jails in J&K — to the Agra Central Jail in Uttar Pradesh. The government has not given any reason for the shifting of prisoners detained since September last.",newsexp,R,,,,,
55,Many Kashmiri pandits join National Conference in Jammu,"JAMMU: Many Kashmiri pandits on Friday joined the National Conference here at a function presided over by party chief Farooq Abdullah who promised them to raise their issues and facilitate resolution of their demands, the party said. The joining of 75 Kashmiri pandit activists was facilitated by National Conference minority cell president M K Yogi, who met Abdullah at his residence here where various pertinent issues of the migrant community living in exile for last over thirty years were discussed, a release issued by the party said.  The issues raised by Yogi with the NC chief included enhancement of monthly relief assistance for KPs from Rs 13,000 to Rs 25,000, safety and security of PM package employees working in Kashmir and their accommodation, it said. Abdullah assured them that their demands would be raised with the government as well as on the floor of Parliament, the release said.",newsexp,R,,,,,
56,Eight terror operatives arrested by NIA during multiple raids in Jammu and Kashmir,"SRINAGAR: Eight operatives of various proscribed terror organisations were arrested Friday during multiple searches spread across six districts of Jammu and Kashmir in connection with a terrorism conspiracy case, the National Investigation Agency (NIA) said. The searches were carried out at 10 locations in Srinagar, Kulgam, Shopian, Pulwama, Anantnag and Baramulla districts, which also led to the seizure of electronic devices and incriminating 'Jihadi' (holy war) documents and posters, an agency official said.  With this, a total of 21 accused people have been arrested in connection with the terrorism conspiracy case which was registered on October 10. The official identified the arrested persons as Adil Ahmad War, Manan Gulzar Dar, Sobhia and Zamin Adil of Srinagar, Hilal Ahmad Dar and Shaqib Bashir of Kupwara, Rouf Bhatt of Anantnag and Haris Nisar Langoo. ""The eight accused persons arrested are terror operatives of various proscribed terrorist organisations and have been instrumental in providing logistical and material support to terrorists,"" the NIA official said. He said the case relates to the conspiracy for undertaking violent terrorist acts in J&K and other major cities by cadres of proscribed terrorist organisations Lashkar-e-Taiba (LeT), Jaish-e-Mohammed (JeM), Hizb-ul-Mujahideen (HM), Al Badr and their affiliates such as the Resistance Front (TRF) and People Against Fascist Forces (PAFF). ""Further investigation in the case continues,"" the NIA said. On October 13, the NIA said nine terror associates were arrested during two days of searches at 18 locations in different districts of Kashmir following the registration of the case. Four more suspected persons were arrested during searches at 11 locations in the valley on October 20.",newsexp,R,,,,,
57,Security beefed up across Kashmir ahead of Home Minister Amit Shah's visit,"SRINAGAR: Security has been beefed up across Kashmir ahead of Union Home Minister Amit Shah's maiden visit to the Valley after the abrogation of Article 370 on Saturday, officials said. They said a thick security cover has been thrown around the BJP office at Jawahar Nagar in the city where Shah is likely to pay a visit.  Similarly, roads leading to Sher-i-Kashmir International Convention Centre (SKICC) have been made off-limits for three days from Saturday as the Union home minister is expected to attend an event there, they added. It will be Shah's first visit to Kashmir after the Centre revoked J-K's special status and bifurcated the erstwhile state into union territories in August 2019. The officials said additional deployment of security forces has been made across the valley, especially in Srinagar. Official sources said 50 companies of additional paramilitary forces are being inducted into the valley in the wake of the recent spate of civilian killings. Bunkers manned by paramilitary CRPF have come up in several areas of the city as well in other parts of the valley, the officials said. They said the aim of constructing new bunkers and putting more personnel on the ground was to cut the free movement of militants. The officials said barricades have been put up on the roads across the valley, especially in the city, while frisking and checking of people has been intensified. The mobile internet services on a dozen towers -- mostly in the areas where non-local labourers were killed in the past week -- were snapped three days ago as part of the security measures, they said. The officials said police have started stringent checking of documents of two-wheelers plying on the roads and many have been seized by police. However, IGP, Kashmir zone, Vijay Kumar had said these steps were purely related to terror violence. ""Seizing some bikes and shutting down of internet of some towers is purely related to #terror #violence. It has nothing to do with visit of the Hon'ble HM,"" he tweeted on Thursday.",newsexp,R,,,,,
58,Kashmir: A Forgotten History – V,"In this series, we have attempted to redress the glaring academic and political neglect of the longue durée historical identity of Kashmir. We have delved into essential aspects of 2,000 years of her formative history, which show that Kashmir was historically never isolated or insular, as she is made out to be, but incredibly open and cosmopolitan; and she was overwhelmingly Indic in her genesis and composition rather than ‘unique’. In the previous four parts, we saw how early Kashmir’s archaeology, historical geography, linguistics, writing systems, political formations and even demography were dynamically shaped in sync with other regions of India—a connected history long silenced and conveniently forgotten by the rush to separatist politics. It is no wonder then that for the first two millennia, Kashmiri culture—art, religion, philosophy and literature—also resonated with the Indic and vice versa.  Thus, as John Siudmak has shown, Kashmiri stone art or sculpture, in every one of its stages from the 4th century onwards at Bijbehara, Baramulla and Pandrethan, displayed a constant and concrete synchronicity with Gupta, post-Gupta and Pala art styles of three centres thousands of miles away, namely, Sarnath (UP), Udayagiri (MP) and Nalanda (Bihar)! The shared idiom was possibly because of itinerant artists from these places coming to work in ateliers in Kashmir. This repertoire included all-India icons such as the Buddha, Bodhisattvas, Trimurti, Vaikuntha Vishnu, Ekamukha Linga, Maheshvara as Bhuteshvara, many-armed Durga Mahishasuramardini, Ganesha, Kartikeya, and Matrikas like Indrani and Chamunda, complete with ensigns like yagnopavit (sacred thread), vanamala (garland) and vahana (vehicles). In fact, did you know, even the beautiful iconography on standard Kashmiri gold coins, right from the Kushanas (2nd century) and Kidaras (5th century) for the next 1,200 years (!) depicts Shiva with his trishula (trident) on the obverse and a seated Sri Lakshmi, lotus in hand, on the reverse, a formula familiar from other North Indian dynastic issues as well. Famed Kashmiri bronzes, preserved in the monasteries of Ladakh and Tibet, also show the influence of the late Buddhist Pala school of Bihar and Bengal. Fascinatingly, the Rajatarangini narrates how King Lalitaditya (8th century) brought back with him to Kashmir from Magadha (Bihar) colossal Buddha statues gleaming in bronze, strapped on the backs of elephants—a local memory of a momentous transfer of artwork that evokes the artistic and religious interconnectedness of the two regions. Indeed from the very beginning, Kashmiris worshipped the same deities as the rest of India, be it Shiva, Shakti, Vishnu or the Buddha. It is Kashmiris who took Buddhism to China and Central Asia on the one hand, and esoteric Shiva Advaita (Kashmir Shaivism) to the Deccan on the other. While preserving their own special rituals, Kashmiris observed all the same festivals as the rest of India, be it Ganesh Chaturthi (Pann), Shivaratri (Herath) or Janmashtami (Zaramsatam), even as the Devi remained central to Kashmiri selfhood. It is no wonder then that, dedicated to Shakti-Saraswati, the Sharada temple, at present lying derelict in PoK, was once thronged by devotees from as far as Bengal in the 8th century and was listed by Al Biruni in the 11th century as among the top three shrines of all of Al Hind (India). And till today, some Hindu prayers in the South include the invocation sharadadevi kashmir-pura-vasini namostute (salutations to the goddess Sharada of Kashmir). Premodern Indic connectivity, and Kashmir’s role in it, are truly mind-boggling! This is perhaps best captured by the tradition of the great 8th century seer-intellectual Shankaracharya’s three tours of philosophical conquest across the length and breadth of this country. Each time, setting out from his home in Kaladi, Kerala, he consciously chose none other than Kashmir—again the Sharadapeeth, the seat of all learning (sarvagyapeeth)—as the fitting culmination of his scholarly travels. The ancient Shankaracharya temple at Srinagar still stands witness to this epic visit as also to the astonishing centrality of Kashmir to the imagination of South India and vice versa. And finally, not to forget the long line of virtuoso Kashmiri grammarians like Patanjali; poets like Kalhana, Bilhana, Somadeva and Kshemendra; linguists and rhetoricians like Vamana, Udbhata, Mammata and Anandavardhana; musicologists like Sharangadeva; and philosophers and yogis like Utpaladeva and the doyen Abhinavagupta: These scholars from the Valley revolutionised Sanskrit literature, ethics, aesthetics and metaphysics, virtually monopolising the intellectual scene across the subcontinent from the first into the second millennium CE. Their works circulated widely and were studied as learned models as far as, again, the deep South, something that a scholar has colourfully described as saffron in the rasam! So thoroughly Indic was Kashmir's foundational history and so crucial was Kashmiri participation in the subcontinent's affairs in the longue durée. How did this happen if Kashmir was never a part of India? And yet thousands of lives have been lost over this question! I believe the erasure of this history from living memory is the root of disinformation and conflict in the Valley. The Kashmiri today may not know from where they come and what their rich Indic legacy is, thanks to the fallacious identity discourse of the separateness of their land—a discourse that has done great epistemic violence most of all to the Kashmiri community, severing them from their own, very proud past. However, history cannot be wished away simply because it does not suit politics. Instead, it is perhaps precisely in the reclamation and acceptance of her plural, open and cosmopolitan histories that the path to peace and reconciliation in Kashmir may yet lie.
  (The writer is the author of ‘The Making of Early Kashmir: Landscape and Identity in the Rajatarangini’)  Shonaleeka Kaul Associate Professor, Centre for Historical Studies, Jawaharlal Nehru University (shonaleeka@mail.jnu.ac.in)",newsexp,R,,,,,
59,"Internet snapped in areas of Kashmir, two-wheelers seized ahead of Home Minister Amit Shah's visit","SRINAGAR: Authorities have shut down the internet in some areas of Kashmir while police seized a large number of two-wheelers ahead of Union Home Minister Amit Shah's likely visit to the Valley this weekend. Shah is likely to visit Kashmir on Saturday when the first international flight from Srinagar to Sharjah will take off.  However, police officials said the shutting down of the internet and seizing of two-wheelers has nothing to do with Shah's visit but was part of routine anti-terror measures. ""Seizing some bikes and shutting down of internet of some towers is purely related to #terror #violence. It has nothing to do with visit of the Hon'ble HM,"" IGP, Kashmir Zone, Vijay Kumar tweeted. The internet services on a dozen towers -- mostly in the areas where non-local labourers were killed in the last week -- were snapped two days ago while police have started stringent checking of documents of two-wheelers plying on the roads. Many riders have alleged that their two-wheelers were seized by police without even checking the documents and were asked to collect their vehicles after October 26.",newsexp,R,,,,,
60,"Farooq Abdullah questions claims of peace, development in Jammu and Kashmir","JAMMU: National Conference president Farooq Abdullah on Wednesday launched a scathing attack on the BJP over the targeted killings in Kashmir and said it should give an answer to the people over the claims of restoration of peace in the valley. He also said that the National Conference was never a pro-Pakistan party and always worked for the betterment of all, irrespective of their caste, creed and religion.  ""They (BJP) used to say after abrogation of Article 370 (in August 2019) that they have restored peace in J&K Where is the promised peace and development? Give answers to the people,"" Abdullah said addressing party workers in Ramban district. Eleven civilians, including two teachers, a pharmacy owner and five non-local labourers, were killed in targeted attacks by terrorists in different parts of the Kashmir valley this month. Without naming the BJP or the central government, the former chief minister said the recent killings have shattered all the claims made in the aftermath of the August 5, 2019 development. ""They are talking about 'Ram Rajya' but the fact is that they do not know anything about it. In 'Ram Rajya', there is no discrimination and all the people whether Muslims, Hindus, Sikh or Christians are treated equally,"" he said. Referring to the statement of former prime minister A B Vajpayee ""you can change friends but not neighbours"", Abdullah said friendship between India and Pakistan holds the key to peace in the region. However, he said the National Conference has never been a pro-Pakistan party. ""The aim of National Conference is to serve the people of all faiths without any discrimination, provide better living to them, ensure they educate their children and bring laurels to J&K and the country,"" he said. ""Our enemies have always conspired against us but they never succeeded in the past nor will they succeed in future. We will live and die here,"" the NC president said. He also slammed the central government for price hike of essential commodities and said the rates of petrol and diesel are touching the sky, making the lives of the commoners miserable.",newsexp,R,,,,,
61,"NIA conducts searches in Jammu and Kashmir, arrests 4 terror associates in terrorism conspiracy","NEW DELHI: The NIA on Wednesday conducted searches at multiple locations in four districts of Jammu and Kashmir and arrested four alleged terror associates in connection with a terrorism conspiracy case, an official said. The searches were carried out at 11 locations in Srinagar, Pulwama, Kulgam and Baramulla districts of Jammu and Kashmir.  Suhail Ahmad Thokar of Kulgam; Kamran Ashraf Reshi, Rayid Bashir and Hanan Gulzar Dar from Srinagar, have been arrested by the premier investigation agency, the NIA official said. The case relates to conspiracy for undertaking violent terrorist acts in Jammu and Kashmir along with other major cities by cadres of the proscribed terrorist organisations Laskhar-e-Taiba (LeT), Jaish-e-Mohammed (JeM), Hizb-ul-Mujahideen (HM), Al Badr and similar other outfits and their affiliates including The Resistance Front (TRF), People Against Fascist Forces (PAFF) among others, the NIA official said. The National Investigation Agency (NIA) registered the case on October 10 and has so far arrested nine accused. The searches have led to the recovery and seizure of electronic devices and incriminating jehadi documents/ Posters among others, the official said. The four accused are terror associates/OGWs (Over Ground Workers) of various proscribed terrorist organisations and have been providing logistical and material support to terrorists, the NIA official said, adding that further investigation in the case continues.",newsexp,R,,,,,
62,"Encounter in Jammu and Kashmir's Shopian: Two LeT militants killed, three security personnel injured","SRINAGAR: A Lashkar-e-Toiba (LeT) militant involved in the killing of a carpenter from Uttar Pradesh's Saharanpur recently was among two utltra killed, while three security personnel were injured in an encounter in Shopian district of Jammu and Kashmir on Wednesday, officials said. IGP, Kashmir zone, Vijay Kumar, said one of the slain ultras has been identified as Adil Wani, who was involved in the killing of the carpenter Sageer Ansari on Saturday last.  Giving details of the encounter, officials said security forces launched a cordon and search operation in Dragad area of Shopian district following information about presence of militants there. The search operation turned into an encounter after militants opened fire on the security forces who retaliated. The officials said two ultras of The Resistance Front (TRF) , a shadow outfit of Lashkar-e-Toiba, have been killed while three security force personnel sustained injuries in the operation. In a tweet, the IGP said, ""One of the killed #terrorists has been #identified as Adil Ah Wani, active since 7/2020. So far, 15 terrorists have been #neutralised in 2 weeks"". ""Killed #terrorist Adil Wani was #involved in #killing of a poor carpenter namely Sakir Ah Wani S/O Gulam Kadir Wani R/O Saharanpur UP. Adil Wani was District Commander Shopian of proscribed #terror outfit LeT(TRF),"" Kumar tweeted. However, in another tweet, the Kashmir Zone Police clarified that the name of the carpenter was Sageer Ahmad Ansari. ""Kindly read, Sageer Ahmad Ansari S/O Bindo Hussain Ansari R/O Saharanpur, UP. Inconvenience regretted. @JmuKmrPolice,"" it said in the tweet. Ansari was gunned down on Saturday in a south Kashmir village where he had been working as a carpenter for the last couple of years. Kashmir has witnessed a spate of targeted civilian killings that has triggered an exodus of migrant labourers who are queuing up outside bus and train stations to return home.",newsexp,R,,,,,
63,NIA raids 11 locations in Jammu and Kashmir in connection with recent terrorism conspiracy case,"JAMMU AND KASHMIR: The National Investigation Agency (NIA) conducted raids at 11 places in Jammu and Kashmir in a recent terrorism conspiracy case, the agency said on Wednesday. The case pertains to the hatching of conspiracy for undertaking violent terrorist attacks by members of proscribed terrorist organizations such as Jaish-e-Mohammad (JeM), Lashkar-e-Taiba (LeT), Hizb-ul-Mujahideen (HM), Al Badr and their frontal affiliates such as The Resistance Front (TRF), Peoples' Anti-Fascist Front (PAFF).  Searches are underway in Srinagar, Baramulla, Pulwama, Awantipora, Sopore and Kulgam",newsexp,R,,,,,
64,"Fleeing terror, many migrants say they may not ever come back to Kashmir again","JAMMU: ""It is the last gift from Kashmir. I will not go there again to earn my livelihood,"" said a distraught Mintu Singh, a labourer from Chattisgargh, holding a cricket bat. Like him, scores of migrant labourers and their families have fled the Valley, saying they have experienced ""hell'' in the last couple of weeks after terrorists carried out targeted killings of 11 non-locals.  Many said they may not ever come back to Kashmir again. Ajay Kumar of Besangoan, Bihar, who fled along with his wife Sarita and two kids from a brick kiln at Pulwama in South Kashmir and reached Jammu railway station, wept bitterly saying his employer refused to pay Rs 27,000 in pending wages. Several others had the same complaint and appealed to authorities to intervene. ""I am very unhappy leaving the valley. This has become hell. We come here to earn for our families not to get killed on streets,"" said Chintu Singh, who had been working for four-five months every year in the Valley for over a decade now. ""I brought this gift (cricket bat) from Kashmir for a friend's children. It is the last gift from Kashmir. I will not come to Kashmir again to earn livelihood. The situation is very bad due to fear and terror there (as result of killings)"", said Singh, who fled along with a group of 20 Hindu labourers working in a brick kiln in Pulwama district. Thousands of labourers, mostly Hindus and some Muslims, from different states arrived at railway stations and bus stands in Jammu and Udhampur after leaving the Valley. While some labourers said that their wages were paid, there were others who complained that they were driven out by employers in the valley forcibly without their wages. ""We had no money. I along with my wife and two children got some money from others and left the valley. The owner forced us out without paying us the remaining wages"", said Ajay Kumar and showed a diary with his wage bill. Like him, Ram Sharan and Santosh Kumar of Bihar, and Rakesh Dass and Alok Chand Darma (Chattisgarh) also complained about non-payment of wages and urged authorities to facilitate the transfer of their wages from their employers in Kashmir valley. Chunni Devi from Jharkhand, who reached Jammu railway station in a Tata Sumo vehicle from Kashmir along with her husband and children, said, ""We came to Kashmir after getting to know it is paradise of earth. But it is not paradise. It is hell."" ""They have shown us pictures of hell. They killed innocent Hindu labourers. We will never come to Kashmir to work again"". She said that they were living in constant fear after the killings. ""Our parents and family in Jharkhand were also anxious for our safety. Now we are in Jammu. There is no fear. We will go to Punjab, Haryana or Delhi to earn our livelihood, but not Kashmir,"" she said. The labourers complained they received little help from the administration and the police. ""Our employer told us (30 labourers) to leave for our home. He told us to go to the police. We spent these days in trauma due to the fear of killings. No one helped us"", Mohmmad Jabaar of Bihar said.",newsexp,R,,,,,
65,India-Pakistan match should be called off in view of civilian killings in Kashmir: AAP,"NEW DELHI: The Aam Aadmi Party (AAP) on Tuesday said the cricket match between India and Pakistan at the T-20 World Cup should be cancelled in view of the recent killing of civilians by terrorists in Kashmir. Addressing a press conference, AAP MLA Atishi said the match should not be held until Pakistan stops sponsoring terrorism in Jammu and Kashmir.  She also sought to know Prime Minister Narendra Modi's opinion on this issue. ""We are seeing repeated attacks on Indians in Kashmir. There should not be a cricket match with Pakistan under these circumstances. Our prime minister will agree to this,"" Atishi said. The MLA was asked if her party supports demands for cancellation of the India-Pakistan match at the T-20 World Cup in view of the recent killing of civilians by terrorist in Kashmir. ""I am sure that not only the AAP but even the BJP and its leadership as well as the prime minister will agree that until Pakistan stops sponsoring terror attacks in India territory, there should not be any cricket match between India and Pakistan,"" she said. The AAP leader said when Modi was in opposition, he used to raise this issue, asking why should there be a cricket match between India and Pakistan when Pakistan-sponsored terrorism is taking place in Indian territory. ""Today when Pakistan sponsored terror attacks are happening, can we just sit down and watch? What is the opinion of our prime minister?"" she asked. So far in this month, 11 civilians have been killed by terrorists in Kashmir. On Sunday, terrorists had shot dead two workers from Bihar and injured another after barging into their accommodation in Kulgam in south Kashmir.",newsexp,R,,,,,
66,NIA likely to take over Kashmir civilian killings probe,"NEW DELHI: The Ministry of Home Affairs (MHA) is likely to hand over the probe of recent civilian killings in Kashmir to the National Investigation Agency (NIA), sources in the security set up said here on Tuesday. According to sources, the investigation in these killings indicate a definite pattern leading to the terror angle, therefore, the investigation may be assigned to the national anti-terror probe agency.  They also said that this issue was discussed threadbare in the National Security Strategy Conference held on Monday wherein Union Home Minister Amit Shah discussed it with all stakeholders in detail. Another source in the government set up said that civilian killings in Kashmir have given a wrong signal and most of the migrant labourers and non-Kashmiris are leaving Kashmir leading to a sense of fear among the local residents too. These gruesome incidents have also spread fear among the Kashmiris Pandits who were willing to go back to the valley on behest of the government initiatives. The local NIA team has already been assisting the J&K Police in the killings probe and trying to identify the masterminds behind these killings. The sources also said that the central agencies have been scanning the old cases of stone pelters as targeted killings revealed that these killers are not from the regular terrorists' cadre. ""The probe agency will take over the cases of Kashmiri Pandit Pharmaceutical dealer Makhan Lal Bindroo; Virendra Paswan, a non-Kashmiri street vendor from Bihar and the other labourers,"" the senior officials added. The NIA Director General Kuldeep Singh visited Srinagar on Monday and reportedly discussed the situation with other security stakeholders. Singh, who is also the DG of the CRPF which is playing a major counter terror operation in the valley, has also directed the force to re-strategise the operation against the terror groups in the valley. So far, 11 civilians have been killed in the last 16 days.",newsexp,R,,,,,
67,"Amid civilian killings, migrant workers say 'too much fear', as they board trains out of Kashmir","SRINAGAR: It was cold under the open skies but the group of migrant workers at the station here bore the chill autumn winds with stoicism through the night, the presence of security forces dispelling somewhat the fear that was propelling them to leave Kashmir ahead of schedule. Anxious to return home after the spate of killings targeting minorities, non-locals and other civilians in the Valley, about 50 migrant labourers, many of them from Bihar, arrived at the Nowgam railway station late on Monday night from nearby Budgam district where they worked in brick kilns.  ""We spent the night in the open but we felt more secure due to the presence of security forces guarding the railway station,"" Mithilesh Kumar told PTI at the station on Tuesday. ""We are leaving Kashmir earlier than usual. There is too much fear, "" he added. Trains are the preferred route out of the Valley with many saying they will ensure their safety for the rest of the journey. Kumar said the group will take a train to Banihal on the other side of the Pir Panjal range and then catch a taxi or bus to Jammu for the onward journey to Bihar. ""Nobody told us to leave but who will be responsible if someone among us gets killed. One moment we are told security will be provided and the next we are on our own,"" said Deepak Kumar, a resident of Bihar's Madhubani district. On Sunday, two labourers from Bihar were gunned down when terrorists barged into their accommodation in Kulgam district, taking the number of civilians killed in targeted attacks in Jammu and Kashmir this month to 11. Another labourer sustained bullet injuries. The killings of civilians have led to many migrant workers making their way back home though many in the city have decided to stay on in the search for work. The money, they said, is better and the local residents are kind. The workers at Nowgam station, waiting to board a train out, agreed. Many praised the locals and said they ensured the group reached the station safely. ""People of Kashmir are kind but few people do politics and the masses have to suffer,"" Deepak Kumar said. There were also reports of migrant labourers from other parts of the Valley leaving in taxis and buses early in the morning. However, hundreds could also be seen at major intersections in the city, hoping to be hired for work. Hawal Chowk, rechristened Bihari Chowk by city dwellers, has not witnessed any significant decrease in the number of migrant workers there. The first migrant worker -- Virender Paswan -- was shot dead by militants in Hawal area. The scenes were no different at Rambagh, less than two kilometres from where prominent Kashmiri Pandit businessman Makhan Lal Bindroo was shot dead at point blank range in his shop earlier this month. Lakhs of labourers from different parts of the country come to the Valley every year in early March for skilled and unskilled jobs such as masonry, carpentry, welding and farming, and go back home before the onset of winter in November. This year, however, several are choosing to go back before they had planned to. On Monday, Bihar Chief Minister Nitish Kumar condemned the targeted killing of Bihari migrant workers in Jammu and Kashmir and said the incidents had created an ""environment of fear"". He also spoke to Jammu and Kashmir Lieutenant Governor Manoj Sinha and said senior Bihar officials are in touch with their counterparts in the union territory.",newsexp,R,,,,,
68,CRPF jawan found dead in Jammu and Kashmir's Ramban,"BANIHAL/JAMMU: The body of a CRPF jawan bearing a gunshot wound was found in Jammu and Kashmir's Ramban district on Tuesday morning, official sources said. Constable Rajeev Ranjan was found dead at the 84th Battalion camp in the Boom Chanderkoot area of the district around 8.40 am, they said.  As per the sources, Ranjan, who was from Bihar's Chhapra district, allegedly shot himself with his service rifle. Inquest proceedings have been initiated by police under section 174 of the CrPC, they said. (If you are having suicidal thoughts, or are worried about a friend or need emotional support, someone is always there to listen. Call Sneha Foundation - 04424640050 (available 24x7) or iCall, the Tata Institute of Social Sciences' helpline - 02225521111, which is available Monday to Saturday from 8 am to 10 pm.)
(More inputs awaited)",newsexp,R,,,,,
69,'Better to go home than to risk our lives': Fear-stricken migrants exit Kashmir amid killings,"SRINAGAR: After the spate in targeted killings of non-resident labourers by militants in Kashmir, non-locals are leaving the Valley in fear. “We are scared. I am a gol gappe seller. Two gol gappe sellers have been killed here. One of them, Arbind Kumar, who was killed in Iddgah area of Srinagar a few days back was a neighbour in my native village. Now, I am fearing for life and leaving for home,” said Vikas Chaudhary, a Bihar resident. Many non-local skilled and unskilled labourers have left Srinagar in J&K Road Transport Corporation (JKRTC) buses, cabs and trains for Jammu. Another Bihar resident Ashish Kumar, who is a labourer and staying in Srinagar, said after the targeted killings, his relatives back home were worried about his safety. “On the insistence of my family and on account of the situation, my family and I are leaving for our hometown. It is better to go home than to risk our lives.”  As many as 12 civilians, including five non-locals, three minority community members and three local Muslims, have been killed by militants in the Valley this month. “It is for the first time that non-local labourers are being targeted by militants in Kashmir. It has spread fear,” said Mukesh Kumar of Bihar. He said his family back home were insisting on his return. “I am leaving Kashmir with a heavy heart,” Mukesh said. Dananjay, another non-local labourer from Bihar, said he was also leaving because of  security worries. An ice cream seller, Dananjay said he had been living in the Valley for six years but never faced such a situation before. Another non-local labourer Manilal Paswan said none forced them to leave the Valley. “We are leaving on our own because of the security situation. Kashmiris have been very hospitable and always treated us with respect,” he added. ",newsexp,R,,,,,
70,CRPF DG in Kashmir Valley to expedite work on safe camps for labourers,"NEW DELHI:  Aiming to accelerate construction of special security camps for migrant workers in Kashmir, the DG of CRPF, who also happens to be the DG of NIA, flew to the Valley on Monday to review the arrangements.  Sources said the main purpose of his visit, which comes in the wake of a spate in targeted killings of non-locals, is to review the final arrangements made for the proposed security camps, the construction work on which is likely to begin soon.    Highly placed sources said that the DG, Kuldeep Singh, asked agencies to compile data on the number of non-locals in the Valley and the present security arrangements available for them. Singh, who would be camping in the Valley for next few days, would apprise the home ministry about the number of camps that would be required, the timeline in which these camps could be readied and the necessary resources that would be required to build these camps, a top government functionary told this newspaper. “The Union Ministry of Home Affairs is likely to deploy more CRPF companies in the Valley for the protection of these camps. Orders to this effect may be issued soon,” the official said. Sources said that for the time being, senior security officials were toying with the idea of converting schools that were not in use into temporary shelters for the non-locals. “Details such as the number of non-locals are being compiled along with the security arrangements that have been made for Pandits, Sikhs and non-locals  living in Kashmir,” said a senior security official. A similar plan to secure non-locals in Kashmir had been put in place right after the abrogation of Article 370.",newsexp,R,,,,,
